,ID,Messages,Score,deception,nervousness,exercise,weakness,healing,confusion,rural,irritability,hiking,office,youth,trust,social_media,hipster,cold,legend,car,weapon,clothing,anonymity,competing,poor,school,medieval,messaging,beach,pride,computer,alcohol,phone,movement,warmth,achievement,smell,fabric,real_estate,sleep,timidity,power,strength,urban,occupation,dance,listen,joy,tool,crime,liquid,hate,masculine,torment,anticipation,meeting,negative_emotion,negotiate,leisure,swearing_terms,fashion,worship,law,family,music,text_abbreviations,driving,vehicle,home,attractive,children,affection,science,programming,heroic,military,eating,disappointment,internet,lust,musical,health,independence,wedding,envy,restaurant,sadness,fun,morning,violence,fear,help,domestic_work,shape_and_size,royalty,ship,cheerfulness,traveling,pain,gain,anger,ocean,death,cleaning,surprise,sympathy,sexual,blue_collar_job,politeness,cooking,politics,appearance,writing,weather,disgust,wealthy,toy,magic,government,technology,monster,plant,stealing,kill,college,giving,business,hygiene,ancient,exasperation,payment,contentment,celebration,water,party,zest,animal,prison,rage,speaking,farming,sailing,communication,breaking,shame,exotic,dominant_personality,sound,optimism,love,hearing,religion,ridicule,body,injury,vacation,night,white_collar_job,reading,work,divine,money,furniture,dispute,medical_emergency,order,ugliness,dominant_heirarchical,fire,childish,play,beauty,neglect,fight,leader,aggression,sports,banking,friends,swimming,positive_emotion,noise,pet,valuable,air_travel,philosophy,feminine,emotional,journalism,tourism,horror,war,economics,shopping,terrorism,art,superhero,suffering,WordsEmpath,WordsTags,EX,IN,VBN,VB,VBD,WP,RP,POS,JJR,RBR,JJS,WDT,WRB,RB,VBG,NNPS,VBP,MD,CC,NN,PRP$,TO,NNS,SYM,PRP,LS,RBS,CD,NNP,JJ,UH,VBZ,PDT,DT,FW,PositiveCnt,NegativeCnt,PositiveStd,NegativeStd,PostitiveAvg,NegativeAvg,SubjectiveCnt,SubjectiveStd,SubjectiveAvg,WordSum,WordAvg,WordStd,CharacterSum,CharacterAvg,CharacterStd,UniqueCnt
0,m3670,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,35,34,0,2,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,13,0,1,1,0,2,0,0,1,5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-0.053571428571428575,1,0.0,0.4401785714285714,35,17.5,3.5,208,104.0,22.0,2
1,m2331,11,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,8,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,22,2.0,0.0,454,41.27272727272727,8.739574662948774,11
2,m6499,145,15,0.0,0.0027803521779425394,0.0,0.0,0.0027803521779425394,0.0009267840593141798,0.0,0.0027803521779425394,0.0009267840593141798,0.0009267840593141798,0.0018535681186283596,0.0,0.0009267840593141798,0.0018535681186283596,0.004633920296570899,0.0,0.0009267840593141798,0.0027803521779425394,0.0,0.0,0.0,0.0,0.0027803521779425394,0.0009267840593141798,0.005560704355885079,0.0,0.0,0.0027803521779425394,0.0009267840593141798,0.009267840593141797,0.0009267840593141798,0.0018535681186283596,0.0,0.0018535681186283596,0.0,0.004633920296570899,0.006487488415199258,0.0009267840593141798,0.0,0.0,0.0,0.0018535681186283596,0.0,0.010194624652455977,0.0009267840593141798,0.0,0.0018535681186283596,0.0027803521779425394,0.0037071362372567192,0.0009267840593141798,0.0,0.0,0.0027803521779425394,0.010194624652455977,0.0,0.004633920296570899,0.0027803521779425394,0.0027803521779425394,0.0,0.0009267840593141798,0.012048192771084338,0.0018535681186283596,0.03892493049119555,0.0009267840593141798,0.0009267840593141798,0.010194624652455977,0.0018535681186283596,0.010194624652455977,0.0074142724745134385,0.0,0.0009267840593141798,0.0018535681186283596,0.0,0.004633920296570899,0.0,0.0027803521779425394,0.0009267840593141798,0.0027803521779425394,0.0027803521779425394,0.0,0.004633920296570899,0.0,0.0027803521779425394,0.0009267840593141798,0.0027803521779425394,0.005560704355885079,0.0027803521779425394,0.0018535681186283596,0.0,0.014828544949026877,0.0,0.0,0.0,0.0009267840593141798,0.0037071362372567192,0.0037071362372567192,0.0009267840593141798,0.0,0.0,0.0009267840593141798,0.004633920296570899,0.0,0.0009267840593141798,0.0,0.0,0.0,0.004633920296570899,0.0,0.0018535681186283596,0.0037071362372567192,0.0018535681186283596,0.0,0.0,0.0037071362372567192,0.0,0.0009267840593141798,0.0018535681186283596,0.0,0.0018535681186283596,0.0009267840593141798,0.0009267840593141798,0.0027803521779425394,0.009267840593141797,0.009267840593141797,0.0037071362372567192,0.0,0.0027803521779425394,0.0009267840593141798,0.0018535681186283596,0.008341056533827619,0.0009267840593141798,0.0074142724745134385,0.0009267840593141798,0.0009267840593141798,0.0018535681186283596,0.0009267840593141798,0.017608897126969416,0.0,0.0,0.014828544949026877,0.0009267840593141798,0.0027803521779425394,0.0,0.0,0.0009267840593141798,0.011121408711770158,0.0074142724745134385,0.0074142724745134385,0.0,0.0,0.0027803521779425394,0.0009267840593141798,0.004633920296570899,0.0037071362372567192,0.0,0.0037071362372567192,0.0074142724745134385,0.0,0.004633920296570899,0.0,0.0027803521779425394,0.0027803521779425394,0.0,0.0,0.0,0.0037071362372567192,0.0037071362372567192,0.004633920296570899,0.0,0.0,0.0018535681186283596,0.0009267840593141798,0.0018535681186283596,0.0027803521779425394,0.0027803521779425394,0.008341056533827619,0.0,0.013901760889712697,0.0009267840593141798,0.0,0.0009267840593141798,0.0,0.0,0.0037071362372567192,0.0018535681186283596,0.0018535681186283596,0.0,0.0018535681186283596,0.0018535681186283596,0.0018535681186283596,0.004633920296570899,0.0,0.0,0.0,0.0027803521779425394,1117,1171,0,78,19,81,42,4,6,2,2,1,1,2,6,95,23,0,80,22,25,193,18,28,30,0,169,1,1,9,75,53,7,34,0,64,0,43,13,0.26264101819838637,0.1966721403726249,0.4748597408190432,-0.3889194139194139,61,0.22697757202868646,0.6318656904722477,1117,7.703448275862069,7.874116601074981,5938,40.95172413793104,41.77118806306282,144
3,m4368,111,8,0.0,0.0007656967840735069,0.0,0.0,0.002297090352220521,0.0,0.0007656967840735069,0.0,0.0,0.0038284839203675345,0.0,0.0007656967840735069,0.002297090352220521,0.0015313935681470138,0.0038284839203675345,0.0,0.007656967840735069,0.0007656967840735069,0.002297090352220521,0.0,0.0,0.0,0.0015313935681470138,0.0,0.0030627871362940277,0.0030627871362940277,0.0007656967840735069,0.002297090352220521,0.006891271056661562,0.002297090352220521,0.006891271056661562,0.0030627871362940277,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0038284839203675345,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0,0.0007656967840735069,0.0,0.0015313935681470138,0.0007656967840735069,0.010719754977029096,0.0015313935681470138,0.0007656967840735069,0.0,0.0,0.009188361408882083,0.007656967840735069,0.0,0.005359877488514548,0.0,0.0,0.0,0.0007656967840735069,0.01225114854517611,0.0007656967840735069,0.0015313935681470138,0.009954058192955589,0.007656967840735069,0.01761102603369066,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0,0.0,0.015313935681470138,0.0,0.002297090352220521,0.0,0.0007656967840735069,0.006125574272588055,0.0,0.007656967840735069,0.0,0.013016845329249618,0.0007656967840735069,0.0015313935681470138,0.0038284839203675345,0.0030627871362940277,0.0,0.002297090352220521,0.013016845329249618,0.006125574272588055,0.0,0.0,0.0,0.005359877488514548,0.0030627871362940277,0.0,0.0,0.004594180704441042,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0007656967840735069,0.0,0.0,0.0,0.019908116385911178,0.0,0.0,0.0015313935681470138,0.0015313935681470138,0.0,0.0007656967840735069,0.0015313935681470138,0.0,0.0,0.0015313935681470138,0.0,0.004594180704441042,0.0007656967840735069,0.0007656967840735069,0.0030627871362940277,0.015313935681470138,0.013782542113323124,0.0,0.0,0.0,0.0030627871362940277,0.0007656967840735069,0.007656967840735069,0.0015313935681470138,0.01225114854517611,0.0,0.006125574272588055,0.0007656967840735069,0.0,0.002297090352220521,0.0,0.0015313935681470138,0.008422664624808576,0.0,0.0007656967840735069,0.0,0.0,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0,0.0,0.0007656967840735069,0.0015313935681470138,0.0,0.008422664624808576,0.002297090352220521,0.002297090352220521,0.0015313935681470138,0.007656967840735069,0.0,0.0038284839203675345,0.002297090352220521,0.0015313935681470138,0.0038284839203675345,0.0030627871362940277,0.0,0.0,0.0007656967840735069,0.0,0.0007656967840735069,0.0030627871362940277,0.0,0.002297090352220521,0.0007656967840735069,0.0015313935681470138,0.0,0.002297090352220521,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0,0.0015313935681470138,0.0,0.0007656967840735069,0.0,0.002297090352220521,0.0007656967840735069,0.002297090352220521,0.0,0.0007656967840735069,0.0015313935681470138,0.006891271056661562,0.0,0.0015313935681470138,0.0,0.0007656967840735069,1322,1359,3,133,19,107,32,6,12,8,2,1,0,5,10,85,25,1,57,34,32,217,21,42,47,2,143,0,0,20,106,58,0,32,0,99,0,19,15,0.28762209291643265,0.22357944910417948,0.35135067783094104,-0.3148611111111111,45,0.2836675722944144,0.5473793490460158,1322,11.90990990990991,10.252268085296281,6894,62.108108108108105,56.99444438728514,108
4,m7974,163,7,0.002457002457002457,0.002457002457002457,0.0,0.0012285012285012285,0.0012285012285012285,0.0,0.002457002457002457,0.0,0.0,0.0012285012285012285,0.0,0.0012285012285012285,0.002457002457002457,0.0,0.007371007371007371,0.0,0.006142506142506142,0.0036855036855036856,0.0,0.0,0.0,0.0,0.0012285012285012285,0.0,0.004914004914004914,0.0,0.0,0.0,0.0036855036855036856,0.0036855036855036856,0.0036855036855036856,0.0036855036855036856,0.0,0.0,0.0,0.002457002457002457,0.01597051597051597,0.0,0.0,0.0012285012285012285,0.0,0.0012285012285012285,0.0012285012285012285,0.0012285012285012285,0.002457002457002457,0.0,0.002457002457002457,0.0036855036855036856,0.004914004914004914,0.002457002457002457,0.0,0.0,0.007371007371007371,0.01597051597051597,0.0012285012285012285,0.0,0.007371007371007371,0.0012285012285012285,0.0,0.0,0.007371007371007371,0.0,0.0036855036855036856,0.009828009828009828,0.007371007371007371,0.007371007371007371,0.011056511056511056,0.0,0.011056511056511056,0.0,0.0,0.0,0.0,0.0171990171990172,0.0,0.0,0.002457002457002457,0.0,0.004914004914004914,0.0,0.002457002457002457,0.0,0.011056511056511056,0.002457002457002457,0.0,0.014742014742014743,0.004914004914004914,0.002457002457002457,0.0012285012285012285,0.019656019656019656,0.0012285012285012285,0.0012285012285012285,0.0,0.0,0.0036855036855036856,0.006142506142506142,0.0,0.0,0.0,0.002457002457002457,0.0036855036855036856,0.002457002457002457,0.002457002457002457,0.0,0.0,0.0,0.0085995085995086,0.0,0.002457002457002457,0.0,0.006142506142506142,0.0,0.002457002457002457,0.0012285012285012285,0.0,0.0,0.0,0.0,0.0012285012285012285,0.0012285012285012285,0.0012285012285012285,0.0,0.006142506142506142,0.011056511056511056,0.002457002457002457,0.0,0.0,0.0012285012285012285,0.002457002457002457,0.0012285012285012285,0.0,0.006142506142506142,0.002457002457002457,0.0012285012285012285,0.002457002457002457,0.0,0.0036855036855036856,0.002457002457002457,0.0,0.006142506142506142,0.0036855036855036856,0.004914004914004914,0.0,0.0,0.0,0.014742014742014743,0.0085995085995086,0.0012285012285012285,0.0,0.0,0.002457002457002457,0.006142506142506142,0.0012285012285012285,0.0036855036855036856,0.0012285012285012285,0.0,0.0036855036855036856,0.0,0.0012285012285012285,0.0012285012285012285,0.0012285012285012285,0.0036855036855036856,0.002457002457002457,0.0,0.0,0.0,0.0,0.0,0.011056511056511056,0.0,0.0012285012285012285,0.0012285012285012285,0.0012285012285012285,0.0,0.002457002457002457,0.011056511056511056,0.0,0.01597051597051597,0.0,0.0,0.002457002457002457,0.0,0.0,0.011056511056511056,0.002457002457002457,0.0,0.0012285012285012285,0.0,0.0012285012285012285,0.0012285012285012285,0.0036855036855036856,0.0,0.0,0.0,0.007371007371007371,874,870,2,58,7,72,25,8,2,2,1,0,0,3,4,63,25,0,39,25,16,156,12,24,38,0,99,0,0,7,33,58,11,26,0,54,0,48,15,0.2178375925648185,0.18036793600170895,0.4585231782106784,-0.32739898989898997,67,0.22997623013269963,0.5411026577071356,874,5.361963190184049,4.488324438872895,4145,25.429447852760735,23.01452444170758,130
5,m641,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,26,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,8,4,0,0,0,1,0,2,0,0.07500000000000001,0.0,0.575,0.0,2,0.0,1.0,28,14.0,10.0,163,81.5,53.5,2
6,m2892,38,5,0.0,0.0,0.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0053475935828877,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.00267379679144385,0.00267379679144385,0.0,0.02406417112299465,0.0,0.0,0.00267379679144385,0.0,0.0374331550802139,0.0,0.00267379679144385,0.00267379679144385,0.0,0.0,0.0,0.01871657754010695,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.02406417112299465,0.0,0.0,0.0,0.00267379679144385,0.0,0.00267379679144385,0.0,0.0,0.00267379679144385,0.0053475935828877,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.00267379679144385,0.0,0.013368983957219251,0.00267379679144385,0.00267379679144385,0.008021390374331552,0.0,0.008021390374331552,0.013368983957219251,0.0,0.00267379679144385,0.0,0.0,0.00267379679144385,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0053475935828877,0.0,0.0,0.01871657754010695,0.00267379679144385,0.0,0.0,0.02406417112299465,0.0,0.0,0.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.00267379679144385,0.0,0.00267379679144385,0.0,0.00267379679144385,0.00267379679144385,0.00267379679144385,0.0,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.0053475935828877,0.016042780748663103,0.008021390374331552,0.00267379679144385,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.013368983957219251,0.0,0.0,0.02406417112299465,0.00267379679144385,0.0,0.0,0.0,0.0,0.040106951871657755,0.013368983957219251,0.013368983957219251,0.00267379679144385,0.0,0.00267379679144385,0.00267379679144385,0.0053475935828877,0.0,0.0053475935828877,0.00267379679144385,0.0053475935828877,0.00267379679144385,0.0,0.008021390374331552,0.0,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016042780748663103,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00267379679144385,0.00267379679144385,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.0,389,378,0,22,5,24,11,1,3,0,0,0,0,1,1,20,4,0,23,7,12,60,10,9,8,0,48,0,0,12,41,28,0,8,0,20,0,15,0,0.22592073807904375,0.0,0.5330173160173161,0.0,16,0.16610052614918844,0.6232832792207793,389,10.236842105263158,14.088879919856012,1849,48.6578947368421,70.59270735996724,33
7,m1487,14,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.014150943396226415,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.02830188679245283,0.014150943396226415,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.014150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0047169811320754715,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.014150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.014150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0047169811320754715,0.009433962264150943,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,213,234,0,18,2,28,6,1,2,0,0,0,2,0,1,19,6,0,14,7,7,26,3,13,5,0,35,0,0,6,8,7,0,5,0,13,0,5,1,0.25042802864468705,0.0,0.3297222222222222,-0.05,6,0.1907391956517787,0.49189814814814814,213,15.214285714285714,13.229720715271416,949,67.78571428571429,60.59370378822795,14
8,m3494,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2.0,0.0,6,6.0,0.0,1
9,m12,203,5,0.0,0.002071251035625518,0.0,0.00041425020712510354,0.0033140016570008283,0.0024855012427506215,0.0,0.0,0.0,0.002071251035625518,0.0016570008285004142,0.0024855012427506215,0.0016570008285004142,0.0012427506213753107,0.002899751449875725,0.00041425020712510354,0.0012427506213753107,0.00041425020712510354,0.0008285004142502071,0.0,0.0,0.00041425020712510354,0.0024855012427506215,0.00041425020712510354,0.003728251864125932,0.0,0.0,0.002899751449875725,0.00041425020712510354,0.0024855012427506215,0.0016570008285004142,0.0008285004142502071,0.0008285004142502071,0.0,0.0008285004142502071,0.00041425020712510354,0.007870753935376968,0.0,0.0008285004142502071,0.0024855012427506215,0.0,0.00041425020712510354,0.0008285004142502071,0.0024855012427506215,0.0008285004142502071,0.0012427506213753107,0.0,0.0016570008285004142,0.002899751449875725,0.00041425020712510354,0.0008285004142502071,0.0,0.0016570008285004142,0.009113504556752278,0.00041425020712510354,0.00041425020712510354,0.0024855012427506215,0.00041425020712510354,0.00041425020712510354,0.0,0.012013256006628004,0.0016570008285004142,0.002899751449875725,0.0012427506213753107,0.0012427506213753107,0.012427506213753107,0.002071251035625518,0.008699254349627174,0.008699254349627174,0.0008285004142502071,0.0024855012427506215,0.00041425020712510354,0.0,0.004142502071251036,0.0,0.0016570008285004142,0.0008285004142502071,0.0008285004142502071,0.002899751449875725,0.00041425020712510354,0.002071251035625518,0.00041425020712510354,0.004556752278376139,0.0016570008285004142,0.0008285004142502071,0.007042253521126761,0.003728251864125932,0.0012427506213753107,0.0008285004142502071,0.009113504556752278,0.007042253521126761,0.0008285004142502071,0.0,0.00041425020712510354,0.0033140016570008283,0.006628003314001657,0.00041425020712510354,0.00041425020712510354,0.0012427506213753107,0.00041425020712510354,0.0008285004142502071,0.0,0.0012427506213753107,0.0,0.0,0.0008285004142502071,0.0033140016570008283,0.0,0.0012427506213753107,0.0016570008285004142,0.002071251035625518,0.0,0.0,0.0016570008285004142,0.00041425020712510354,0.00041425020712510354,0.0012427506213753107,0.0,0.0,0.0,0.0,0.002899751449875725,0.008285004142502071,0.00579950289975145,0.0012427506213753107,0.00041425020712510354,0.0,0.002071251035625518,0.0016570008285004142,0.0033140016570008283,0.0008285004142502071,0.003728251864125932,0.0008285004142502071,0.0008285004142502071,0.0,0.0,0.004556752278376139,0.00041425020712510354,0.0,0.006628003314001657,0.0012427506213753107,0.004556752278376139,0.0,0.00041425020712510354,0.0008285004142502071,0.012013256006628004,0.009113504556752278,0.002071251035625518,0.00041425020712510354,0.0,0.0016570008285004142,0.002071251035625518,0.003728251864125932,0.004971002485501243,0.0,0.002071251035625518,0.002899751449875725,0.0,0.002899751449875725,0.004556752278376139,0.0,0.002071251035625518,0.004142502071251036,0.0,0.0,0.0016570008285004142,0.004556752278376139,0.0016570008285004142,0.0,0.0,0.0,0.0008285004142502071,0.0,0.0024855012427506215,0.0016570008285004142,0.010770505385252692,0.0,0.014498757249378625,0.0008285004142502071,0.0008285004142502071,0.0016570008285004142,0.00041425020712510354,0.0,0.0016570008285004142,0.002899751449875725,0.0,0.0,0.00041425020712510354,0.0,0.0016570008285004142,0.0024855012427506215,0.0,0.002899751449875725,0.0,0.004142502071251036,2652,2542,6,210,28,163,101,24,19,13,15,1,0,3,27,184,42,0,134,57,57,351,41,57,79,0,409,0,0,53,111,132,17,61,1,146,0,85,17,0.22991430891478828,0.20771902445595955,0.4328931754519989,-0.2374378160355051,105,0.20481087284007585,0.55375067650918,2652,13.064039408866995,12.910866749947507,12390,61.03448275862069,60.316438079224916,192
